id,file,line,claim,reported,recomputed,status,evidence,note
FU0303,paper/audit/input_source/followup_appendix.tex,62,Continuation branch count,18,18,PASS,work/basis_study/interventions/seed4_first/continuation/old_head/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/original/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/orthogonal/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/random_correction_0/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/inverse_gl/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/old_head/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/original/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/orthogonal/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/random_correction_0/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/inverse_gl/trajectory.csv; work/basis_study/intervention_specificity/seed4_first/continuation/random_orthogonal_size_0/trajectory.csv; work/basis_study/intervention_specificity/seed0_first/continuation/random_orthogonal_size_0/trajectory.csv; work/basis_study/optimizer_memory_results/seed4_first/continuation/orthogonal_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed4_first/continuation/native_head_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed4_first/continuation/orthogonal_zero_first_moment/trajectory.csv; work/basis_study/optimizer_memory_results/seed0_first/continuation/orthogonal_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed0_first/continuation/native_head_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed0_first/continuation/orthogonal_zero_first_moment/trajectory.csv,
FU0304,paper/audit/input_source/followup_appendix.tex,4,Continuation update total,9000,9000,PASS,work/basis_study/interventions/seed4_first/continuation/old_head/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/original/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/orthogonal/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/random_correction_0/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/inverse_gl/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/old_head/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/original/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/orthogonal/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/random_correction_0/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/inverse_gl/trajectory.csv; work/basis_study/intervention_specificity/seed4_first/continuation/random_orthogonal_size_0/trajectory.csv; work/basis_study/intervention_specificity/seed0_first/continuation/random_orthogonal_size_0/trajectory.csv; work/basis_study/optimizer_memory_results/seed4_first/continuation/orthogonal_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed4_first/continuation/native_head_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed4_first/continuation/orthogonal_zero_first_moment/trajectory.csv; work/basis_study/optimizer_memory_results/seed0_first/continuation/orthogonal_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed0_first/continuation/native_head_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed0_first/continuation/orthogonal_zero_first_moment/trajectory.csv,
FU0305,paper/audit/input_source/followup_appendix.tex,62,Continuation horizon each,true,true,PASS,work/basis_study/interventions/seed4_first/continuation/old_head/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/original/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/orthogonal/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/random_correction_0/trajectory.csv; work/basis_study/interventions/seed4_first/continuation/inverse_gl/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/old_head/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/original/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/orthogonal/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/random_correction_0/trajectory.csv; work/basis_study/interventions/seed0_first/continuation/inverse_gl/trajectory.csv; work/basis_study/intervention_specificity/seed4_first/continuation/random_orthogonal_size_0/trajectory.csv; work/basis_study/intervention_specificity/seed0_first/continuation/random_orthogonal_size_0/trajectory.csv; work/basis_study/optimizer_memory_results/seed4_first/continuation/orthogonal_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed4_first/continuation/native_head_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed4_first/continuation/orthogonal_zero_first_moment/trajectory.csv; work/basis_study/optimizer_memory_results/seed0_first/continuation/orthogonal_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed0_first/continuation/native_head_clear_state/trajectory.csv; work/basis_study/optimizer_memory_results/seed0_first/continuation/orthogonal_zero_first_moment/trajectory.csv,
FU0306,paper/audit/input_source/followup_appendix.tex,4,Causal original extension count,4,4,PASS,work/causal_study/main_runs/seed0_stock_extension; work/causal_study/main_runs/seed1_stock_extension; work/causal_study/main_runs/seed2_stock_extension; work/causal_study/main_runs/seed3_stock_extension,
FU0307,paper/audit/input_source/followup_appendix.tex,4,Causal original extension updates,49302,49302,PASS,work/causal_study/main_runs/seed0_stock_extension/trajectory.csv; work/causal_study/main_runs/seed1_stock_extension/trajectory.csv; work/causal_study/main_runs/seed2_stock_extension/trajectory.csv; work/causal_study/main_runs/seed3_stock_extension/trajectory.csv,
FU0308,paper/audit/input_source/followup_appendix.tex,119,Generality subtraction_stock confirmation,9300,9300,PASS,work/causal_study/generality/subtraction_stock/trajectory.csv,
FU0309,paper/audit/input_source/followup_appendix.tex,119,Generality subtraction_stock event step,15281,15281,PASS,work/causal_study/generality/subtraction_stock/trajectory.csv,
FU0310,paper/audit/input_source/followup_appendix.tex,119,Generality subtraction_stock event test,5.851,5.850766304955812,PASS,work/causal_study/generality/subtraction_stock/trajectory.csv,
FU0311,paper/audit/input_source/followup_appendix.tex,119,Generality subtraction_stock minimum test,5.851,5.850766304955812,PASS,work/causal_study/generality/subtraction_stock/trajectory.csv,
FU0312,paper/audit/input_source/followup_appendix.tex,108,Generality subtraction_stock seed and horizon,"[0, 30000]","[0, 30000]",PASS,work/causal_study/generality/subtraction_stock/metadata.json; work/causal_study/generality/subtraction_stock/trajectory.csv,
FU0313,paper/audit/input_source/followup_appendix.tex,9,Generality subtraction_stock dense train inspection,true,true,MANUAL_VERIFIED,work/causal_study/generality_runner.py:107-118,Source inspects every update; CSV retains every tenth state plus every joint failure. Raw CSV alone cannot demonstrate all train-only triggers.
FU0314,paper/audit/input_source/followup_appendix.tex,9,Generality subtraction_stock all post-grok train triggers evaluated,true,true,PASS,work/causal_study/generality/subtraction_stock/trajectory.csv,
FU0315,paper/audit/input_source/followup_appendix.tex,120,Generality subtraction_accurate confirmation,10500,10500,PASS,work/causal_study/generality/subtraction_accurate/trajectory.csv,
FU0316,paper/audit/input_source/followup_appendix.tex,120,Generality subtraction_accurate event step,null,null,PASS,work/causal_study/generality/subtraction_accurate/trajectory.csv,
FU0317,paper/audit/input_source/followup_appendix.tex,120,Generality subtraction_accurate event test,null,null,PASS,work/causal_study/generality/subtraction_accurate/trajectory.csv,
FU0318,paper/audit/input_source/followup_appendix.tex,120,Generality subtraction_accurate minimum test,96.879,96.87884550844613,PASS,work/causal_study/generality/subtraction_accurate/trajectory.csv,
FU0319,paper/audit/input_source/followup_appendix.tex,108,Generality subtraction_accurate seed and horizon,"[0, 30000]","[0, 30000]",PASS,work/causal_study/generality/subtraction_accurate/metadata.json; work/causal_study/generality/subtraction_accurate/trajectory.csv,
FU0320,paper/audit/input_source/followup_appendix.tex,9,Generality subtraction_accurate dense train inspection,true,true,MANUAL_VERIFIED,work/causal_study/generality_runner.py:107-118,Source inspects every update; CSV retains every tenth state plus every joint failure. Raw CSV alone cannot demonstrate all train-only triggers.
FU0321,paper/audit/input_source/followup_appendix.tex,9,Generality subtraction_accurate all post-grok train triggers evaluated,true,true,PASS,work/causal_study/generality/subtraction_accurate/trajectory.csv,
FU0322,paper/audit/input_source/followup_appendix.tex,127,Subtraction accurate final test,99.966,99.96643919901554,PASS,work/causal_study/generality/subtraction_accurate/trajectory.csv,
FU0323,paper/audit/input_source/followup_appendix.tex,121,Generality rms_stock confirmation,15700,15700,PASS,work/causal_study/generality/rms_stock/trajectory.csv,
FU0324,paper/audit/input_source/followup_appendix.tex,121,Generality rms_stock event step,18515,18515,PASS,work/causal_study/generality/rms_stock/trajectory.csv,
FU0325,paper/audit/input_source/followup_appendix.tex,121,Generality rms_stock event test,85.658,85.65835104597829,PASS,work/causal_study/generality/rms_stock/trajectory.csv,
FU0326,paper/audit/input_source/followup_appendix.tex,121,Generality rms_stock minimum test,0.481,0.4810381474437857,PASS,work/causal_study/generality/rms_stock/trajectory.csv,
FU0327,paper/audit/input_source/followup_appendix.tex,108,Generality rms_stock seed and horizon,"[0, 30000]","[0, 30000]",PASS,work/causal_study/generality/rms_stock/metadata.json; work/causal_study/generality/rms_stock/trajectory.csv,
FU0328,paper/audit/input_source/followup_appendix.tex,9,Generality rms_stock dense train inspection,true,true,MANUAL_VERIFIED,work/causal_study/generality_runner.py:107-118,Source inspects every update; CSV retains every tenth state plus every joint failure. Raw CSV alone cannot demonstrate all train-only triggers.
FU0329,paper/audit/input_source/followup_appendix.tex,9,Generality rms_stock all post-grok train triggers evaluated,true,true,PASS,work/causal_study/generality/rms_stock/trajectory.csv,
FU0330,paper/audit/input_source/followup_appendix.tex,113,Generality rms_stock final accuracy,100.0,100.0,PASS,work/causal_study/generality/rms_stock/trajectory.csv,
FU0331,paper/audit/input_source/followup_appendix.tex,122,Generality rms_accurate confirmation,19900,19900,PASS,work/causal_study/generality/rms_accurate/trajectory.csv,
FU0332,paper/audit/input_source/followup_appendix.tex,122,Generality rms_accurate event step,28495,28495,PASS,work/causal_study/generality/rms_accurate/trajectory.csv,
FU0333,paper/audit/input_source/followup_appendix.tex,122,Generality rms_accurate event test,0.884,0.8837677592571875,PASS,work/causal_study/generality/rms_accurate/trajectory.csv,
FU0334,paper/audit/input_source/followup_appendix.tex,122,Generality rms_accurate minimum test,0.526,0.5257858820897192,PASS,work/causal_study/generality/rms_accurate/trajectory.csv,
FU0335,paper/audit/input_source/followup_appendix.tex,108,Generality rms_accurate seed and horizon,"[0, 30000]","[0, 30000]",PASS,work/causal_study/generality/rms_accurate/metadata.json; work/causal_study/generality/rms_accurate/trajectory.csv,
FU0336,paper/audit/input_source/followup_appendix.tex,9,Generality rms_accurate dense train inspection,true,true,MANUAL_VERIFIED,work/causal_study/generality_runner.py:107-118,Source inspects every update; CSV retains every tenth state plus every joint failure. Raw CSV alone cannot demonstrate all train-only triggers.
FU0337,paper/audit/input_source/followup_appendix.tex,9,Generality rms_accurate all post-grok train triggers evaluated,true,true,PASS,work/causal_study/generality/rms_accurate/trajectory.csv,
FU0338,paper/audit/input_source/followup_appendix.tex,113,Generality rms_accurate final accuracy,100.0,100.0,PASS,work/causal_study/generality/rms_accurate/trajectory.csv,
FU0339,paper/audit/input_source/followup_appendix.tex,4,Causal study update total,364302,364302,PASS,work/causal_study/main_runs/seed0_accurate6000/trajectory.csv; work/causal_study/main_runs/seed0_stable3215000/trajectory.csv; work/causal_study/main_runs/seed0_stock_extension/trajectory.csv; work/causal_study/main_runs/seed0_target_repair15000/trajectory.csv; work/causal_study/main_runs/seed1_accurate6000/trajectory.csv; work/causal_study/main_runs/seed1_stable3215000/trajectory.csv; work/causal_study/main_runs/seed1_stock_extension/trajectory.csv; work/causal_study/main_runs/seed1_target_repair15000/trajectory.csv; work/causal_study/main_runs/seed2_accurate6000/trajectory.csv; work/causal_study/main_runs/seed2_stable3215000/trajectory.csv; work/causal_study/main_runs/seed2_stock_extension/trajectory.csv; work/causal_study/main_runs/seed2_target_repair15000/trajectory.csv; work/causal_study/main_runs/seed3_accurate6000/trajectory.csv; work/causal_study/main_runs/seed3_stable3215000/trajectory.csv; work/causal_study/main_runs/seed3_stock_extension/trajectory.csv; work/causal_study/main_runs/seed3_target_repair15000/trajectory.csv; work/causal_study/main_runs/seed4_accurate6000/trajectory.csv; work/causal_study/main_runs/seed4_stable3215000/trajectory.csv; work/causal_study/main_runs/seed4_target_repair15000/trajectory.csv; work/causal_study/projection_runs/seed0/trajectory.csv; work/causal_study/projection_runs/seed1/trajectory.csv; work/causal_study/projection_runs/seed2/trajectory.csv; work/causal_study/projection_runs/seed3/trajectory.csv; work/causal_study/projection_runs/seed4/trajectory.csv; work/causal_study/generality/subtraction_stock/trajectory.csv; work/causal_study/generality/subtraction_accurate/trajectory.csv; work/causal_study/generality/rms_stock/trajectory.csv; work/causal_study/generality/rms_accurate/trajectory.csv,
FU0340,paper/audit/input_source/followup_appendix.tex,101,Mean intervention seed 0 mean only,32.11,32.10649960845732,PASS,work/basis_study/adjacent_seed0/features.npz,
FU0341,paper/audit/input_source/followup_appendix.tex,101,Mean intervention seed 0 centered only,95.26,95.25674012753105,PASS,work/basis_study/adjacent_seed0/features.npz,
FU0342,paper/audit/input_source/followup_appendix.tex,101,Mean decomposition seed 0 relative error bound,true,true,PASS,work/basis_study/adjacent_seed0/features.npz,Independent float64 recomputation 2.7165650734415722e-16; numerical reduction order affects last bits.
FU0343,paper/audit/input_source/followup_appendix.tex,11,Actual update seed 0 exact replay,true,true,PASS,work/causal_study/diagnostics_results/seed0/event.json,
FU0344,paper/audit/input_source/followup_appendix.tex,101,Mean intervention seed 1 mean only,9.42,9.419398142969012,PASS,work/basis_study/seed1_adjacent_event/features.npz,
FU0345,paper/audit/input_source/followup_appendix.tex,101,Mean intervention seed 1 centered only,92.48,92.48238057948316,PASS,work/basis_study/seed1_adjacent_event/features.npz,
FU0346,paper/audit/input_source/followup_appendix.tex,101,Mean decomposition seed 1 relative error bound,true,true,PASS,work/basis_study/seed1_adjacent_event/features.npz,Independent float64 recomputation 2.7928834875371475e-16; numerical reduction order affects last bits.
FU0347,paper/audit/input_source/followup_appendix.tex,11,Actual update seed 1 exact replay,true,true,PASS,work/causal_study/diagnostics_results/seed1/event.json,
FU0348,paper/audit/input_source/followup_appendix.tex,101,Mean intervention seed 2 mean only,0.93,0.928515493903121,PASS,work/basis_study/seed2_adjacent_event/features.npz,
FU0349,paper/audit/input_source/followup_appendix.tex,101,Mean intervention seed 2 centered only,100.0,100.0,PASS,work/basis_study/seed2_adjacent_event/features.npz,
FU0350,paper/audit/input_source/followup_appendix.tex,101,Mean decomposition seed 2 relative error bound,true,true,PASS,work/basis_study/seed2_adjacent_event/features.npz,Independent float64 recomputation 2.3992979874948554e-16; numerical reduction order affects last bits.
FU0351,paper/audit/input_source/followup_appendix.tex,11,Actual update seed 2 exact replay,true,true,PASS,work/causal_study/diagnostics_results/seed2/event.json,
FU0352,paper/audit/input_source/followup_appendix.tex,101,Mean intervention seed 3 mean only,53.34,53.33929969795279,PASS,work/basis_study/seed3_adjacent_event/features.npz,
FU0353,paper/audit/input_source/followup_appendix.tex,101,Mean intervention seed 3 centered only,87.2,87.20214789126301,PASS,work/basis_study/seed3_adjacent_event/features.npz,
FU0354,paper/audit/input_source/followup_appendix.tex,101,Mean decomposition seed 3 relative error bound,true,true,PASS,work/basis_study/seed3_adjacent_event/features.npz,Independent float64 recomputation 2.5824603273662063e-16; numerical reduction order affects last bits.
FU0355,paper/audit/input_source/followup_appendix.tex,11,Actual update seed 3 exact replay,true,true,PASS,work/causal_study/diagnostics_results/seed3/event.json,
FU0356,paper/audit/input_source/followup_appendix.tex,101,Mean intervention seed 4 mean only,66.07,66.0700302047209,PASS,work/basis_study/adjacent_seed4/features.npz,
FU0357,paper/audit/input_source/followup_appendix.tex,101,Mean intervention seed 4 centered only,98.46,98.4562031547153,PASS,work/basis_study/adjacent_seed4/features.npz,
FU0358,paper/audit/input_source/followup_appendix.tex,101,Mean decomposition seed 4 relative error bound,true,true,PASS,work/basis_study/adjacent_seed4/features.npz,Independent float64 recomputation 2.733299054293735e-16; numerical reduction order affects last bits.
FU0359,paper/audit/input_source/followup_appendix.tex,11,Actual update seed 4 exact replay,true,true,PASS,work/causal_study/diagnostics_results/seed4/event.json,
FU0360,paper/audit/input_source/followup_appendix.tex,96,Pre-event full-grid feature mean range,"[10374, 12203]","[10374, 12203]",PASS,work/basis_study/adjacent_seed0/features.npz; work/basis_study/seed1_adjacent_event/features.npz; work/basis_study/seed2_adjacent_event/features.npz; work/basis_study/seed3_adjacent_event/features.npz; work/basis_study/adjacent_seed4/features.npz,
FU0361,paper/audit/input_source/followup_appendix.tex,103,joint_direction 0 all directional contributions negative,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,
FU0362,paper/audit/input_source/followup_appendix.tex,103,joint_direction 0 interpolation at 0.001,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 3.70251990717058e-06 to 3.4931718138332e-06.
FU0363,paper/audit/input_source/followup_appendix.tex,103,joint_direction 0 interpolation at 0.01,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 3.70251990717058e-06 to 2.10869022123478e-06.
FU0364,paper/audit/input_source/followup_appendix.tex,103,joint_direction 0 interpolation at 1.0,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 3.70251990717058e-06 to 2.85824674669675.
FU0365,paper/audit/input_source/followup_appendix.tex,103,joint_direction 0 exact interpolation endpoints,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,
FU0366,paper/audit/input_source/followup_appendix.tex,103,joint_direction 1 all directional contributions negative,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,
FU0367,paper/audit/input_source/followup_appendix.tex,103,joint_direction 1 interpolation at 0.001,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 2.7613484405865e-05 to 2.51797122773451e-05.
FU0368,paper/audit/input_source/followup_appendix.tex,103,joint_direction 1 interpolation at 0.01,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 2.7613484405865e-05 to 1.11305253482249e-05.
FU0369,paper/audit/input_source/followup_appendix.tex,103,joint_direction 1 interpolation at 1.0,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 2.7613484405865e-05 to 13.0744652665642.
FU0370,paper/audit/input_source/followup_appendix.tex,103,joint_direction 1 exact interpolation endpoints,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,
FU0371,paper/audit/input_source/followup_appendix.tex,103,joint_direction 2 all directional contributions negative,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,
FU0372,paper/audit/input_source/followup_appendix.tex,103,joint_direction 2 interpolation at 0.001,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 1.61110078530259e-06 to 1.52086103335131e-06.
FU0373,paper/audit/input_source/followup_appendix.tex,103,joint_direction 2 interpolation at 0.01,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 1.61110078530259e-06 to 9.50021520590621e-07.
FU0374,paper/audit/input_source/followup_appendix.tex,103,joint_direction 2 interpolation at 1.0,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 1.61110078530259e-06 to 17.9800073159289.
FU0375,paper/audit/input_source/followup_appendix.tex,103,joint_direction 2 exact interpolation endpoints,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,
FU0376,paper/audit/input_source/followup_appendix.tex,103,joint_direction 3 all directional contributions negative,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,
FU0377,paper/audit/input_source/followup_appendix.tex,103,joint_direction 3 interpolation at 0.001,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 0.380246085562722 to 0.380061026143468.
FU0378,paper/audit/input_source/followup_appendix.tex,103,joint_direction 3 interpolation at 0.01,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 0.380246085562722 to 0.378693418818541.
FU0379,paper/audit/input_source/followup_appendix.tex,103,joint_direction 3 interpolation at 1.0,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 0.380246085562722 to 7.83768133388039.
FU0380,paper/audit/input_source/followup_appendix.tex,103,joint_direction 3 exact interpolation endpoints,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,
FU0381,paper/audit/input_source/followup_appendix.tex,103,joint_direction 4 all directional contributions negative,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,
FU0382,paper/audit/input_source/followup_appendix.tex,103,joint_direction 4 interpolation at 0.001,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 0.145031937311413 to 0.143158835838088.
FU0383,paper/audit/input_source/followup_appendix.tex,103,joint_direction 4 interpolation at 0.01,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 0.145031937311413 to 0.12781391884944.
FU0384,paper/audit/input_source/followup_appendix.tex,103,joint_direction 4 interpolation at 1.0,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,Loss 0.145031937311413 to 11.1520286449525.
FU0385,paper/audit/input_source/followup_appendix.tex,103,joint_direction 4 exact interpolation endpoints,true,true,PASS,work/causal_study/diagnostics_results/joint_direction.json,
FU0386,paper/audit/input_source/followup_appendix.tex,136,rms_joint_direction 0 all directional contributions negative,true,true,PASS,work/causal_study/diagnostics_results/rms_joint_direction.json,
FU0387,paper/audit/input_source/followup_appendix.tex,136,rms_joint_direction 0 interpolation at 0.001,true,true,PASS,work/causal_study/diagnostics_results/rms_joint_direction.json,Loss 0.00081298968342767 to 0.000798786456214921.
FU0388,paper/audit/input_source/followup_appendix.tex,136,rms_joint_direction 0 interpolation at 0.01,true,true,PASS,work/causal_study/diagnostics_results/rms_joint_direction.json,Loss 0.00081298968342767 to 0.000684386132213777.
FU0389,paper/audit/input_source/followup_appendix.tex,136,rms_joint_direction 0 interpolation at 1.0,true,true,PASS,work/causal_study/diagnostics_results/rms_joint_direction.json,Loss 0.00081298968342767 to 0.951155874496066.
FU0390,paper/audit/input_source/followup_appendix.tex,136,rms_joint_direction 0 exact interpolation endpoints,true,true,PASS,work/causal_study/diagnostics_results/rms_joint_direction.json,
FU0391,paper/audit/input_source/followup_appendix.tex,136,rms_joint_direction 0 all directional contributions negative,true,true,PASS,work/causal_study/diagnostics_results/rms_joint_direction.json,
FU0392,paper/audit/input_source/followup_appendix.tex,136,rms_joint_direction 0 interpolation at 0.001,true,true,PASS,work/causal_study/diagnostics_results/rms_joint_direction.json,Loss 0.342067729026999 to 0.330499804308418.
FU0393,paper/audit/input_source/followup_appendix.tex,136,rms_joint_direction 0 interpolation at 0.01,true,true,PASS,work/causal_study/diagnostics_results/rms_joint_direction.json,Loss 0.342067729026999 to 0.235775451566661.
FU0394,paper/audit/input_source/followup_appendix.tex,136,rms_joint_direction 0 interpolation at 1.0,true,true,PASS,work/causal_study/diagnostics_results/rms_joint_direction.json,Loss 0.342067729026999 to 6.81099142404775.
FU0395,paper/audit/input_source/followup_appendix.tex,136,rms_joint_direction 0 exact interpolation endpoints,true,true,PASS,work/causal_study/diagnostics_results/rms_joint_direction.json,
FU0396,paper/audit/input_source/followup_appendix.tex,89,Seed4 step16000 stock derivative error,32.02,32.02217688086836,PASS,work/causal_study/derivative_identity_check.json,
FU0397,paper/audit/input_source/followup_appendix.tex,89,Seed4 step16000 row_mean_projected derivative error,31.88,31.880170763884003,PASS,work/causal_study/derivative_identity_check.json,
FU0398,paper/audit/input_source/followup_appendix.tex,89,Seed4 step16000 target repair derivative error mantissa,4.19,4.185552081263206,PASS,work/causal_study/derivative_identity_check.json,
FU0399,paper/audit/input_source/followup_appendix.tex,89,Target repair leaves wrong-class derivatives bitwise unchanged,true,true,PASS,work/causal_study/derivative_identity_check.json; work/causal_study/diagnostics_repairs.py,
FU0400,paper/audit/input_source/followup_appendix.tex,89,Projected step20000 derivative error minimum,52.94,52.937219967845586,PASS,work/causal_study/diagnostics_results/matched_specificity_final.json,
FU0401,paper/audit/input_source/followup_appendix.tex,89,Projected step20000 derivative error maximum,86.07,86.07476761757259,PASS,work/causal_study/diagnostics_results/matched_specificity_final.json,
FU0402,paper/audit/input_source/followup_appendix.tex,89,Projected step20000 class-sum residual bound,true,true,PASS,work/causal_study/diagnostics_results/matched_specificity_final.json,Maximum 2.0875819641578574e-08
FU0403,paper/audit/input_source/followup_appendix.tex,91,Stock step15000 logit gradient error min,10.56,10.56123325345914,PASS,work/causal_study/diagnostics_results/seed0/timecourse.json; work/causal_study/diagnostics_results/seed1/timecourse.json; work/causal_study/diagnostics_results/seed2/timecourse.json; work/causal_study/diagnostics_results/seed3/timecourse.json; work/causal_study/diagnostics_results/seed4/timecourse.json,
FU0404,paper/audit/input_source/followup_appendix.tex,91,Stock step15000 logit gradient error max,21.86,21.86479046451631,PASS,work/causal_study/diagnostics_results/seed0/timecourse.json; work/causal_study/diagnostics_results/seed1/timecourse.json; work/causal_study/diagnostics_results/seed2/timecourse.json; work/causal_study/diagnostics_results/seed3/timecourse.json; work/causal_study/diagnostics_results/seed4/timecourse.json,
FU0405,paper/audit/input_source/followup_appendix.tex,91,Stock step15000 head gradient error min,18.95,18.946242115518803,PASS,work/causal_study/diagnostics_results/seed0/timecourse.json; work/causal_study/diagnostics_results/seed1/timecourse.json; work/causal_study/diagnostics_results/seed2/timecourse.json; work/causal_study/diagnostics_results/seed3/timecourse.json; work/causal_study/diagnostics_results/seed4/timecourse.json,
FU0406,paper/audit/input_source/followup_appendix.tex,91,Stock step15000 head gradient error max,43.42,43.41514276329602,PASS,work/causal_study/diagnostics_results/seed0/timecourse.json; work/causal_study/diagnostics_results/seed1/timecourse.json; work/causal_study/diagnostics_results/seed2/timecourse.json; work/causal_study/diagnostics_results/seed3/timecourse.json; work/causal_study/diagnostics_results/seed4/timecourse.json,
FU0407,paper/audit/input_source/followup_appendix.tex,91,Adam common error to centered update min,45.85,45.85119503439175,PASS,work/causal_study/diagnostics_results/seed0/adam_common.json; work/causal_study/diagnostics_results/seed1/adam_common.json; work/causal_study/diagnostics_results/seed2/adam_common.json; work/causal_study/diagnostics_results/seed3/adam_common.json; work/causal_study/diagnostics_results/seed4/adam_common.json,
FU0408,paper/audit/input_source/followup_appendix.tex,91,Adam common error to centered update max,73.37,73.37187733650295,PASS,work/causal_study/diagnostics_results/seed0/adam_common.json; work/causal_study/diagnostics_results/seed1/adam_common.json; work/causal_study/diagnostics_results/seed2/adam_common.json; work/causal_study/diagnostics_results/seed3/adam_common.json; work/causal_study/diagnostics_results/seed4/adam_common.json,
FU0409,paper/audit/input_source/followup_appendix.tex,91,SGD centered fraction approximately 3e-16,true,true,PASS,work/causal_study/diagnostics_results/seed0/adam_common.json; work/causal_study/diagnostics_results/seed1/adam_common.json; work/causal_study/diagnostics_results/seed2/adam_common.json; work/causal_study/diagnostics_results/seed3/adam_common.json; work/causal_study/diagnostics_results/seed4/adam_common.json,"[3.324237846257704e-16, 3.429337888675769e-16, 4.059831247850319e-16, 3.28891017303035e-16, 2.814533392071649e-16]"
FU0410,paper/audit/input_source/followup_appendix.tex,91,Stock/accurate feature mean ratio min,2.22,2.2151271315529275,PASS,work/causal_study/diagnostics_results/matched_early_arithmetic.json,
FU0411,paper/audit/input_source/followup_appendix.tex,91,Stock/accurate feature mean ratio max,3.83,3.8332634561548016,PASS,work/causal_study/diagnostics_results/matched_early_arithmetic.json,
FU0412,paper/audit/input_source/followup_appendix.tex,103,Seed0 accurate terminal complete gradient still jointly fails,true,true,PASS,work/causal_study/diagnostics_results/seed0/event.json,
FU0413,paper/audit/input_source/followup_appendix.tex,103,Seed1 accurate terminal complete gradient still jointly fails,true,true,PASS,work/causal_study/diagnostics_results/seed1/event.json,
FU0414,paper/audit/input_source/followup_appendix.tex,103,Seed2 accurate terminal complete gradient still jointly fails,true,true,PASS,work/causal_study/diagnostics_results/seed2/event.json,
FU0415,paper/audit/input_source/followup_appendix.tex,103,Seed3 accurate terminal complete gradient still jointly fails,true,true,PASS,work/causal_study/diagnostics_results/seed3/event.json,
